Name,Formula,Molecular Weight,RT [min],Area (Max.),samples,Area,count,class,species,letter,class_new,TC,DB,pqn,DB_new,sumpqn,batch
TG(18:2_17:1_16:1) +NH4,C54 H99 N O6,857.74327,20.504,71951155.7221402,syd_n134,16888170.4771564,54,TG,51:4,NA,TG,51,4,5995.545269346729,4,699653.5459046314,B03
TG(16:1_11:1_16:0) +NH4,C46 H87 N O6,749.64986,19.117,71192773.0358469,syd_n134,11603453.0875759,43,TG,43:2,NA,TG,43,2,4119.3940078591795,2,699653.5459046314,B03
PE(16:1_16:1),C37 H70 N O8 P,687.48136,7.872,58465096.0031436,syd_n134,1328192.06979048,55,PE,32:2,NA,PE,32,2,471.5274334533475,2,149730.5270466225,B03
TG(16:1_16:1_17:1) +NH4,C52 H97 N O6,831.72785,20.435,57038342.9560433,syd_n134,11532070.8608009,55,TG,49:3,NA,TG,49,3,4094.052282854971,3,699653.5459046314,B03
TG(12:0_18:2_18:2) +NH4,C51 H93 N O6,815.69666,19.534,56838191.7015276,syd_n134,10233244.8787478,49,TG,48:4,NA,TG,48,4,3632.950236133196,4,699653.5459046314,B03
PI(18:1_18:3),C45 H79 O13 P,858.52303,7.344,55459551.9875752,syd_n134,9031599.01720825,55,PI,36:4,NA,PI,36,4,3206.3485405659562,4,14707.501474727826,B03
LPC(18:2),C26 H50 N O7 P,519.32988,2.348,54427733.3510089,syd_n134,5055829.71489486,55,LPC,18:2,NA,LPC,18,2,1794.8928198446547,2,7143.4649333692005,B03
PE(16:1_18:3),C39 H70 N O8 P,711.48108,7.144,54105849.2490692,syd_n134,7642302.7658729,55,PE,34:4,NA,PE,34,4,2713.1282371185384,4,149730.5270466225,B03
TG(17:0_18:1_16:0) +NH4,C54 H105 N O6,863.78964,21.47,53450153.2500018,syd_n134,27729664.9535965,55,TG,51:1,NA,TG,51,1,9844.432927651196,1,699653.5459046314,B03
LPC(18:3),C26 H48 N O7 P,517.31429,1.92,51538908.765579,syd_n134,6062188.01367125,55,LPC,18:3,NA,LPC,18,3,2152.1646004474132,3,7143.4649333692005,B03
TG(16:1_17:1_16:0) +NH4,C52 H99 N O6,833.74344,20.873,51525819.9613352,syd_n134,11008622.4226097,54,TG,49:2,NA,TG,49,2,3908.2205012780832,2,699653.5459046314,B03
PE(12:0p_24:0),C41 H82 N O7 P,731.5803,15.645,50178694.8338928,syd_n134,7012588.78474638,55,PE,36:0p,p,PE p,36,0p,2489.5706477578988,0,13968.000162229093,B03
TG(18:1_18:1_17:1) +NH4,C56 H105 N O6,887.78955,21.223,49833428.8946697,syd_n134,16134861.9498937,55,TG,53:3,NA,TG,53,3,5728.109824927357,3,699653.5459046314,B03
TG(18:1_18:1_20:0) +NH4,C59 H113 N O6,931.85237,21.879,49420720.8030413,syd_n134,7264649.89279098,55,TG,56:2,NA,TG,56,2,2579.055994081662,2,699653.5459046314,B03
CL(18:4_18:2_18:2_18:2),C81 H138 O17 P2,1444.93521,18.443,49369435.6064335,syd_n134,12739774.3918569,55,CL,72:10,NA,CL,72,10,4522.804538890661,10,18059.998518556447,B03
TG(18:1_18:1_17:0) +NH4,C56 H107 N O6,889.8052,21.513,48742594.0884003,syd_n134,18523318.1890666,55,TG,53:2,NA,TG,53,2,6576.046404273515,2,699653.5459046314,B03
TG(18:1_11:2_18:1) +NH4,C50 H91 N O6,801.68099,19.232,48171390.790568,syd_n134,16796110.8752171,47,TG,47:4,NA,TG,47,4,5962.862776494604,4,699653.5459046314,B03
TG(16:1_12:2_11:3) +NH4,C42 H71 N O6,685.52476,14.429,47896728.59243,syd_n134,1879375.15677082,38,TG,39:6,NA,TG,39,6,667.2054172917327,6,699653.5459046314,B03
PE(12:0e_24:2),C41 H80 N O7 P,729.56466,14.052,47594947.8955887,syd_n134,6405324.25349341,55,PE,36:2e,e,PE e,36,2e,2273.982938448557,2,4154.308914170391,B03
CL(18:3_18:2_14:0_22:6),C81 H136 O17 P2,1442.91928,17.92,46359591.08607,syd_n134,11909678.6683459,55,CL,72:11,NA,CL,72,11,4228.108526973134,11,18059.998518556447,B03
PC(18:0_18:1),C44 H86 N O8 P,787.60541,13.775,45508751.8842418,syd_n134,5735359.27658568,47,PC,36:1,NA,PC,36,1,2036.135662252452,1,162850.04119840622,B03
TG(10:0_18:3_16:0) +NH4,C47 H87 N O6,761.64971,18.722,45505523.3825916,syd_n134,5896410.40749016,42,TG,44:3,NA,TG,44,3,2093.3111477393727,3,699653.5459046314,B03
PS(18:1_18:1),C42 H78 N O10 P,787.53425,10.098,44287921.8805409,syd_n134,5309552.71413968,44,PS,36:2,NA,PS,36,2,1884.9681616292721,2,15275.158366902271,B03
CL(18:2_16:1_16:1_18:2),C77 H138 O17 P2,1396.93537,19.126,43652741.6134316,syd_n134,132134.353941113,55,CL,68:6,NA,CL,68,6,46.90961059171037,6,18059.998518556447,B03
TG(16:0_18:2_18:1) +NH4,C55 H103 N O6,873.77415,21.601,43434540.3610725,syd_n134,26146966.2902526,24,TG,52:3,NA,TG,52,3,9282.551965077522,3,699653.5459046314,B03
TG(16:0_12:2_11:2) +NH4,C42 H75 N O6,689.55584,17.75,43257339.8986503,syd_n134,7047424.28021046,52,TG,39:4,NA,TG,39,4,2501.93775349724,4,699653.5459046314,B03
TG(4:0_16:0_22:5) +NH4,C45 H79 N O6,729.58705,17.3,42840957.3002941,syd_n134,3355841.55567597,40,TG,42:5,NA,TG,42,5,1191.3723864302212,5,699653.5459046314,B03
CL(18:3_18:2_16:1_18:2),C79 H138 O17 P2,1420.93503,18.801,42688117.6535145,syd_n134,3175610.93529098,55,CL,70:8,NA,CL,70,8,1127.3879042210745,8,18059.998518556447,B03
PS(19:0_18:1),C43 H82 N O10 P,803.56686,9.282,42576982.2352896,syd_n134,840140.617601061,54,PS,37:1,NA,PS,37,1,298.26209489402424,1,15275.158366902271,B03
TG(34:2e),C37 H68 O5,592.5037,13.386,41944710.8717343,syd_n134,15763602.0139532,52,TG,34:2e,e,TG e,34,2e,5596.307167224624,2,6538.7858658845425,B03
CL(18:3_18:2_18:2_18:2),C81 H140 O17 P2,1446.95037,18.921,41451588.0642523,syd_n134,6333081.05469717,55,CL,72:9,NA,CL,72,9,2248.335555899266,9,18059.998518556447,B03
TG(16:0_18:2_13:0) +NH4,C50 H95 N O6,805.71225,20.515,37821814.129483,syd_n134,9073600.84935572,54,TG,47:2,NA,TG,47,2,3221.2597996852483,2,699653.5459046314,B03
TG(16:1_17:0_16:0) +NH4,C52 H101 N O6,835.75857,21.17,37130861.948766,syd_n134,13018561.2889724,55,TG,49:1,NA,TG,49,1,4621.777927655158,1,699653.5459046314,B03
TG(19:0_18:1_16:0) +NH4,C56 H109 N O6,891.82088,21.726,36971089.9445897,syd_n134,9674203.83780021,55,TG,53:1,NA,TG,53,1,3434.482564755902,1,699653.5459046314,B03
TG(16:0_10:3_18:1) +NH4,C47 H85 N O6,759.63409,18.44,35985140.6659668,syd_n134,7049393.39755317,55,TG,44:4,NA,TG,44,4,2502.6368186911186,4,699653.5459046314,B03
CL(18:2_16:1_18:2_18:2),C79 H140 O17 P2,1422.95083,19.27,35599348.5451389,syd_n134,551428.67611484,55,CL,70:7,NA,CL,70,7,195.76517154030623,7,18059.998518556447,B03
TG(20:0_11:3_14:2) +NH4,C48 H85 N O6,771.63435,19.823,35425884.9587296,syd_n134,4153929.87554521,53,TG,45:5,NA,TG,45,5,1474.705306191142,5,699653.5459046314,B03
TG(18:0_16:0_16:0) +NH4,C53 H105 N O6,851.78629,21.705,34777452.4380254,syd_n134,4273159.26738508,36,TG,50:0,NA,TG,50,0,1517.0334682131647,0,699653.5459046314,B03
LPC(16:1),C24 H48 N O7 P,493.3144,2.13,34296687.1809433,syd_n134,1527815.9756688,55,LPC,16:1,NA,LPC,16,1,542.396813067687,1,7143.4649333692005,B03
CL(18:2_16:1_16:1_16:1),C75 H136 O17 P2,1370.9196,18.992,33586963.5445241,syd_n134,27994.7000384365,55,CL,66:5,NA,CL,66,5,9.93852422376126,5,18059.998518556447,B03
PI(16:0_18:3),C43 H77 O13 P,832.50747,7.229,33522329.0436242,syd_n134,7982657.19972099,55,PI,34:3,NA,PI,34,3,2833.9589936838697,3,14707.501474727826,B03
TG(4:0_18:2_18:2) +NH4,C43 H77 N O6,703.57163,15.181,32470827.310513,syd_n134,2556528.20890842,24,TG,40:4,NA,TG,40,4,907.6045643668328,4,699653.5459046314,B03
TG(18:2_17:1_18:1) +NH4,C56 H103 N O6,885.77417,20.909,31777854.4921375,syd_n134,15466929.7705506,54,TG,53:4,NA,TG,53,4,5490.98422132679,4,699653.5459046314,B03
PE(18:0p_18:1),C41 H80 N O7 P,729.56476,15.302,31773318.2070154,syd_n134,4502583.26648427,55,PE,36:1p,p,PE p,36,1p,1598.4823127954917,1,13968.000162229093,B03
PI(18:1_18:2),C45 H81 O13 P,860.53853,8.4,31567798.1281392,syd_n134,3463295.64908613,55,PI,36:3,NA,PI,36,3,1229.5201468574776,3,14707.501474727826,B03
TG(15:0_11:3_14:3) +NH4,C43 H73 N O6,699.54051,15.777,29674010.5605159,syd_n134,2691862.0933342,55,TG,40:6,NA,TG,40,6,955.6500546494442,6,699653.5459046314,B03
TG(15:0_16:0_16:1) +NH4,C50 H97 N O6,807.7277,20.762,29059433.4402993,syd_n134,6965045.2314745,55,TG,47:1,NA,TG,47,1,2472.6919973266563,1,699653.5459046314,B03
LPC(16:0),C24 H50 N O7 P,495.33014,3.055,28965316.4984103,syd_n134,1775357.58385358,55,LPC,16:0,NA,LPC,16,0,630.2776714428588,0,7143.4649333692005,B03
TG(16:0_18:2_10:3) +NH4,C47 H83 N O6,757.61822,17.508,28427388.2715275,syd_n134,4931644.41165749,37,TG,44:5,NA,TG,44,5,1750.8052374535175,5,699653.5459046314,B03
PS(39:3),C45 H82 N O10 P,827.56675,8.38,27982884.7067055,syd_n134,7454474.2715473,55,PS,39:3,NA,PS,39,3,2646.446399549121,3,15275.158366902271,B03
CL(18:3_16:1_16:1_20:4),C79 H136 O17 P2,1418.91949,18.307,27921558.8844783,syd_n134,3336455.73163663,55,CL,70:9,NA,CL,70,9,1184.4901379493292,9,18059.998518556447,B03
TG(18:2_12:2_12:2) +NH4,C45 H77 N O6,727.57171,17.318,27872260.5085543,syd_n134,3589521.83544309,51,TG,42:6,NA,TG,42,6,1274.3322723333438,6,699653.5459046314,B03
TG(18:3_18:3_18:2) +NH4,C57 H97 N O6,891.72742,19.181,27803417.4571111,syd_n134,12161175.2231662,53,TG,54:8,NA,TG,54,8,4317.393448720545,8,699653.5459046314,B03
TG(16:1_18:1_8:0) +NH4,C45 H85 N O6,735.63401,18.447,27177087.3738937,syd_n134,1057857.61206908,51,TG,42:2,NA,TG,42,2,375.5547831698065,2,699653.5459046314,B03
CL(72:12),C81 H134 O17 P2,1440.9039,17.35,26625981.7508626,syd_n134,4738002.97247257,55,CL,72:12,NA,CL,72,12,1682.0597202155766,12,18059.998518556447,B03
PI(16:0_18:2),C43 H79 O13 P,834.52293,8.257,26399640.0560325,syd_n134,7150851.72428797,55,PI,34:2,NA,PI,34,2,2538.6559950556325,2,14707.501474727826,B03
TG(20:0_18:2_18:1) +NH4,C59 H111 N O6,929.83638,21.674,26026653.7584471,syd_n134,9891011.32177436,55,TG,56:3,NA,TG,56,3,3511.45236362538,3,699653.5459046314,B03
TG(18:1_24:0_16:0) +NH4,C61 H119 N O6,961.89951,22.401,25705549.3147841,syd_n134,278108.063938025,55,TG,58:1,NA,TG,58,1,98.73239314857737,1,699653.5459046314,B03
TG(18:0_12:2_11:2) +NH4,C44 H79 N O6,717.5866,18.903,25634047.0426091,syd_n134,2080973.65541626,37,TG,41:4,NA,TG,41,4,738.7758059549686,4,699653.5459046314,B03
TG(16:0_18:3_12:0) +NH4,C49 H91 N O6,789.6812,19.316,25402674.5299941,syd_n134,1376104.71103552,36,TG,46:3,NA,TG,46,3,488.5371154640289,3,699653.5459046314,B03
TG(14:0_18:2_11:1) +NH4,C46 H85 N O6,747.63403,18.164,24695665.5559193,syd_n134,3150598.42180965,54,TG,43:3,NA,TG,43,3,1118.508099444097,3,699653.5459046314,B03
TG(16:0_18:1_10:3) +NH4,C47 H85 N O6,759.63429,18.127,24657021.1102264,syd_n134,3040241.14790002,13,TG,44:4,NA,TG,44,4,1079.3296678655042,4,699653.5459046314,B03
TG(16:1_18:3_11:1) +NH4,C48 H85 N O6,771.63409,17.453,24530340.7586219,syd_n134,3211571.55748376,47,TG,45:5,NA,TG,45,5,1140.1544462548798,5,699653.5459046314,B03
TG(16:0_16:0_16:0) +NH4,C51 H101 N O6,823.75862,21.406,23321715.29096,syd_n134,3043621.86850234,51,TG,48:0,NA,TG,48,0,1080.5298726740498,0,699653.5459046314,B03
TG(20:0_14:3_11:3) +NH4,C48 H83 N O6,769.6184,19.097,23086978.379514,syd_n134,4207836.90341152,53,TG,45:6,NA,TG,45,6,1493.8430823253636,6,699653.5459046314,B03
PC(17:0_18:3),C43 H80 N O8 P,769.55849,8.915,22881282.9022439,syd_n134,7319151.4350745,55,PC,35:3,NA,PC,35,3,2598.4048314499287,3,162850.04119840622,B03
TG(4:0_16:0_16:0) +NH4,C39 H77 N O6,655.57175,17.552,22802732.4823838,syd_n134,340484.96725529,55,TG,36:0,NA,TG,36,0,120.87709781662839,0,699653.5459046314,B03
TG(18:1_12:2_12:2) +NH4,C45 H79 N O6,729.58702,18.283,22290808.6050531,syd_n134,2968800.88743148,40,TG,42:5,NA,TG,42,5,1053.9673400590425,5,699653.5459046314,B03
TG(20:5_11:2_12:2),C46 H70 O6,718.51081,16.614,22017563.7710384,syd_n134,14354506.2060391,38,TG,43:9,NA,TG,43,9,5096.057734248852,9,699653.5459046314,B03
TG(12:0_11:4_20:4),C46 H72 O6,720.52646,17.734,21780440.5121445,syd_n134,10908765.6189113,19,TG,43:8,NA,TG,43,8,3872.769888801389,8,699653.5459046314,B03
TG(32:1e),C35 H66 O5,566.4883,12.89,21277599.7815613,syd_n134,1229313.19053129,53,TG,32:1e,e,TG e,32,1e,436.4239983250349,1,6538.7858658845425,B03
TG(16:1_18:3_18:3) +NH4,C55 H95 N O6,865.71208,19.058,20809522.4615318,syd_n134,6971391.03415261,49,TG,52:7,NA,TG,52,7,2474.9448492432343,7,699653.5459046314,B03
TG(16:0_16:1_13:0) +NH4,C48 H93 N O6,779.69631,20.229,20644846.8523431,syd_n134,4027757.42248051,21,TG,45:1,NA,TG,45,1,1429.9122568127518,1,699653.5459046314,B03
PI(16:0_18:1),C43 H81 O13 P,836.53872,9.698,20516995.6726397,syd_n134,2816235.30380998,55,PI,34:1,NA,PI,34,1,999.804346833442,1,14707.501474727826,B03
PS(18:1_18:3),C42 H74 N O10 P,783.50204,7.508,19947183.0060508,syd_n134,5881319.05222706,55,PS,36:4,NA,PS,36,4,2087.9534979111627,4,15275.158366902271,B03
CL(18:2_18:2_18:2_18:2),C81 H142 O17 P2,1448.96457,19.383,19563966.1204152,syd_n134,1652921.57357772,55,CL,72:8,NA,CL,72,8,586.8111134044939,8,18059.998518556447,B03
PC(18:0_16:0),C42 H84 N O8 P,761.58959,13.585,18444314.2095126,syd_n134,3596463.89934802,50,PC,34:0,NA,PC,34,0,1276.796805626693,0,162850.04119840622,B03
TG(17:1_14:4_11:2) +NH4,C45 H75 N O6,725.55598,16.081,18341148.1757869,syd_n134,3875327.25300127,53,TG,42:7,NA,TG,42,7,1375.7973375701285,7,699653.5459046314,B03
CL(18:3_16:1_18:2_16:1),C77 H136 O17 P2,1394.91967,18.668,18239966.6391305,syd_n134,525180.477645008,55,CL,68:7,NA,CL,68,7,186.44668068438182,7,18059.998518556447,B03
TG(18:1_18:1_6:0) +NH4,C45 H85 N O6,735.63414,18.704,18002369.6045065,syd_n134,2295084.30180658,47,TG,42:2,NA,TG,42,2,814.7881883985642,2,699653.5459046314,B03
PC(16:1_14:0),C38 H74 N O8 P,703.51179,7.393,17963223.3047361,syd_n134,1293689.07810165,55,PC,30:1,NA,PC,30,1,459.27837137299446,1,162850.04119840622,B03
TG(16:0_9:0_11:2) +NH4,C39 H73 N O6,651.54084,14.845,17243934.3161124,syd_n134,3121370.71729327,35,TG,36:2,NA,TG,36,2,1108.131840761484,2,699653.5459046314,B03
TG(14:0_11:3_12:2) +NH4,C40 H69 N O6,659.50984,14.34,17174678.2294811,syd_n134,1308847.16468574,52,TG,37:5,NA,TG,37,5,464.65971178725175,5,699653.5459046314,B03
TG(16:0_18:1_21:0) +NH4,C58 H113 N O6,919.85237,22.012,16950679.6655842,syd_n134,2933341.46159796,55,TG,55:1,NA,TG,55,1,1041.3787299963076,1,699653.5459046314,B03
PS(39:1),C45 H86 N O10 P,831.59784,11.349,16755104.486749,syd_n134,2391419.21634325,55,PS,39:1,NA,PS,39,1,848.988479182253,1,15275.158366902271,B03
TG(12:0_18:3_18:2) +NH4,C51 H91 N O6,813.68042,18.833,16745940.5372066,syd_n134,3040672.52821667,53,TG,48:5,NA,TG,48,5,1079.4828141296468,5,699653.5459046314,B03
TG(4:0_18:1_17:0) +NH4,C42 H81 N O6,695.603,18.015,16598078.5681489,syd_n134,1216897.58968058,55,TG,39:1,NA,TG,39,1,432.01628009130087,1,699653.5459046314,B03
PI(18:3_18:2),C45 H77 O13 P,856.50742,6.302,16242082.7268857,syd_n134,3065265.7994488,55,PI,36:5,NA,PI,36,5,1088.2137818323358,5,14707.501474727826,B03
PE(10:0p_24:0),C39 H78 N O7 P,703.54911,13.455,16080740.8779362,syd_n134,884925.741112042,55,PE,34:0p,p,PE p,34,0p,314.16146278390727,0,13968.000162229093,B03
PE(18:0p_18:3),C41 H76 N O7 P,725.53302,11.992,15995554.2286725,syd_n134,3047043.83998642,55,PE,36:3p,p,PE p,36,3p,1081.7447221434445,3,13968.000162229093,B03
CL(18:1_16:1_18:2_18:2),C79 H142 O17 P2,1424.96579,19.768,15508855.0109035,syd_n134,248778.28729138,55,CL,70:6,NA,CL,70,6,88.31989738045097,6,18059.998518556447,B03
TG(4:0_14:2_22:3) +NH4,C43 H75 N O6,701.55628,17.045,15440283.6419785,syd_n134,1941127.46615766,46,TG,40:5,NA,TG,40,5,689.1283820626239,5,699653.5459046314,B03
PC(17:1_18:1),C43 H82 N O8 P,771.57419,10.645,15371219.6161989,syd_n134,2609112.87964716,50,PC,35:2,NA,PC,35,2,926.2728845566521,2,162850.04119840622,B03
PS(18:1_18:2),C42 H76 N O10 P,785.51752,8.596,15289518.0648809,syd_n134,3660320.5093133,51,PS,36:3,NA,PS,36,3,1299.4668275992751,3,15275.158366902271,B03
PS(39:5),C45 H78 N O10 P,823.53549,6.284,14637838.0820242,syd_n134,2968212.57580547,55,PS,39:5,NA,PS,39,5,1053.7584809057673,5,15275.158366902271,B03
PI(18:0_18:2),C45 H83 O13 P,862.55445,10.245,13900836.3071941,syd_n134,1712347.24995335,55,PI,36:2,NA,PI,36,2,607.9080897379321,2,14707.501474727826,B03
PI(18:3_18:3),C45 H75 O13 P,854.49212,5.585,13376640.744356,syd_n134,2279179.9588288,55,PI,36:6,NA,PI,36,6,809.1419161495081,6,14707.501474727826,B03
TG(18:0_18:3_20:1) +NH4,C59 H109 N O6,927.82073,21.479,13313530.0063192,syd_n134,5854910.61469367,55,TG,56:4,NA,TG,56,4,2078.578119865428,4,699653.5459046314,B03
PE(20:0e_18:3),C43 H82 N O7 P,755.58015,14.94,13297688.5772032,syd_n134,2365515.51064924,55,PE,38:3e,e,PE e,38,3e,839.792288254269,3,4154.308914170391,B03
TG(9:0_18:1_16:0) +NH4,C46 H89 N O6,751.66542,19.535,12921602.6017191,syd_n134,1831541.41203301,49,TG,43:1,NA,TG,43,1,650.2237446845169,1,699653.5459046314,B03
PI(18:0_18:3),C45 H81 O13 P,860.53873,8.967,12724997.298434,syd_n134,2639907.22467816,52,PI,36:3,NA,PI,36,3,937.2053233263211,3,14707.501474727826,B03
TG(18:1_18:2_6:0) +NH4,C45 H83 N O6,733.61833,17.486,12698026.2965724,syd_n134,1056759.46108488,54,TG,42:3,NA,TG,42,3,375.1649236555829,3,699653.5459046314,B03
TG(16:2_10:4_16:0) +NH4,C45 H77 N O6,727.57155,16.115,12582607.5447298,syd_n134,1982633.68519221,47,TG,42:6,NA,TG,42,6,703.8636913442109,6,699653.5459046314,B03
TG(4:0_16:1_18:3),C41 H70 O6,658.51133,16.093,12451917.5550915,syd_n134,622425.051343505,24,TG,38:4,NA,TG,38,4,220.96991365365446,4,699653.5459046314,B03
TG(4:0_18:3_16:1) +NH4,C41 H73 N O6,675.54062,12.859,12117858.1515162,syd_n134,892434.394920727,42,TG,38:4,NA,TG,38,4,316.82714370433126,4,699653.5459046314,B03
TG(14:0_14:0_16:0) +NH4,C47 H93 N O6,767.69646,20.618,12058435.4087393,syd_n134,223536.260126437,31,TG,44:0,NA,TG,44,0,79.35861191958925,0,699653.5459046314,B03
TG(4:0_18:2_18:3) +NH4,C43 H75 N O6,701.55632,13.325,11958329.9397737,syd_n134,860032.293181189,47,TG,40:5,NA,TG,40,5,305.32392800289375,5,699653.5459046314,B03
TG(26:0_16:0_18:1) +NH4,C63 H123 N O6,989.93052,22.684,11822155.7852456,syd_n134,602940.224693074,55,TG,60:1,NA,TG,60,1,214.0525178110408,1,699653.5459046314,B03
PS(18:3_18:3),C42 H70 N O10 P,779.47102,5.69,11781687.2196185,syd_n134,2366148.95343814,55,PS,36:6,NA,PS,36,6,840.0171696244284,6,15275.158366902271,B03
PS(16:0_18:1),C40 H76 N O10 P,761.51776,9.951,11748139.59086,syd_n134,3053125.61870382,55,PS,34:1,NA,PS,34,1,1083.9038417276315,1,15275.158366902271,B03
PS(18:0_18:1),C42 H80 N O10 P,789.5492,12.241,11624628.8942045,syd_n134,2720811.09533517,55,PS,36:1,NA,PS,36,1,965.9273699000214,1,15275.158366902271,B03
DG(22:3e),C25 H44 O4,408.32185,17.525,11622139.8065477,syd_n134,192429.525409797,55,DG,22:3e,e,DG e,22,3e,68.3152702842449,3,1258.5179210870708,B03
PC(14:0_18:3),C40 H74 N O8 P,727.51209,6.727,11294151.7185851,syd_n134,1757174.84818121,55,PC,32:3,NA,PC,32,3,623.8225367678673,3,162850.04119840622,B03
PE(20:0e_18:2),C43 H84 N O7 P,757.59559,16.108,11253067.2380138,syd_n134,1684907.5467286,55,PE,38:2e,e,PE e,38,2e,598.16659742626,2,4154.308914170391,B03
TG(4:0_16:0_20:5) +NH4,C43 H75 N O6,701.55626,15.823,11188917.5894911,syd_n134,498192.230456922,55,TG,40:5,NA,TG,40,5,176.8654618084024,5,699653.5459046314,B03
TG(16:1_18:1_24:0) +NH4,C61 H117 N O6,959.88353,22.134,11087274.5861005,syd_n134,1172194.57160376,55,TG,58:2,NA,TG,58,2,416.14606082044895,2,699653.5459046314,B03
TG(16:0_14:0_12:0) +NH4,C45 H89 N O6,739.66549,20.053,10903146.0664508,syd_n134,121998.429801394,49,TG,42:0,NA,TG,42,0,43.31121062834253,0,699653.5459046314,B03
PG(24:2_10:2) +NH4,C40 H74 N O10 P,759.50222,8.306,10727664.7727585,syd_n134,853886.731168166,54,PG,34:4,NA,PG,34,4,303.14216442438794,4,1986.9600234640695,B03
PC(16:0_14:0),C38 H76 N O8 P,705.52753,8.943,10299026.0314024,syd_n134,1822879.85484115,55,PC,30:0,NA,PC,30,0,647.1487663547404,0,162850.04119840622,B03
TG(4:0_14:1_16:0) +NH4,C37 H71 N O6,625.52515,14.434,10087270.3937116,syd_n134,701938.79988994,47,TG,34:1,NA,TG,34,1,249.19844673190852,1,699653.5459046314,B03
PI(16:0_16:1),C41 H77 O13 P,808.50781,7.909,9348703.86760375,syd_n134,450154.495528995,55,PI,32:1,NA,PI,32,1,159.81136972738975,1,14707.501474727826,B03
PG(16:0_18:3),C40 H73 O10 P,744.49164,7.547,9219194.97291639,syd_n134,1668132.34741964,55,PG,34:3,NA,PG,34,3,592.2111585588452,3,1986.9600234640695,B03
PE(17:0_18:1),C40 H78 N O8 P,731.54469,12.936,9176200.25784215,syd_n134,412416.994916976,55,PE,35:1,NA,PE,35,1,146.4140101035392,1,149730.5270466225,B03
TG(18:1_11:1_16:0) +NH4,C48 H91 N O6,777.68127,19.633,9110088.40884061,syd_n134,1368115.93199215,2,TG,45:2,NA,TG,45,2,485.7009831271294,2,699653.5459046314,B03
TG(26:1_16:0_18:1) +NH4,C63 H121 N O6,987.91471,22.402,9014290.39355631,syd_n134,1281742.92775238,55,TG,60:2,NA,TG,60,2,455.03731487073145,2,699653.5459046314,B03
CL(18:3_16:1_14:0_22:6),C79 H134 O17 P2,1416.9039,17.779,8941005.25193897,syd_n134,1617599.93850036,55,CL,70:10,NA,CL,70,10,574.2714210571132,10,18059.998518556447,B03
TG(16:0_23:1_18:1) +NH4,C60 H115 N O6,945.86783,21.985,8829199.26238323,syd_n134,1442758.07137412,55,TG,57:2,NA,TG,57,2,512.2000243507375,2,699653.5459046314,B03
TG(20:0e_16:1_18:1) +NH4,C57 H111 N O5,889.83889,22.036,8544154.36190464,syd_n134,779551.983910567,11,TG,54:2e,e,TG e,54,2e,276.75225185977814,2,6538.7858658845425,B03
PG(16:0_18:2),C40 H75 O10 P,746.50738,8.639,8486940.57071046,syd_n134,1949300.95332395,55,PG,34:2,NA,PG,34,2,692.0300884600221,2,1986.9600234640695,B03
TG(26:1_18:1_18:1) +NH4,C65 H123 N O6,1013.93006,22.35,8221967.4462788,syd_n134,1312922.50300791,55,TG,62:3,NA,TG,62,3,466.1065159530152,3,699653.5459046314,B03
TG(20:5_11:3_12:2),C46 H68 O6,716.49553,14.849,7991563.31711915,syd_n134,2903438.03062144,31,TG,43:10,NA,TG,43,10,1030.7625786274532,10,699653.5459046314,B03
TG(16:4_11:3_18:1) +NH4,C48 H79 N O6,765.58698,15.564,7900499.83044985,syd_n134,2448001.14236846,54,TG,45:8,NA,TG,45,8,869.0758829285523,8,699653.5459046314,B03
PE(16:1_20:1),C41 H78 N O8 P,743.54297999999994,8.574,7850210.00800238,syd_n134,1388701.1961829,54,PE,36:2,NA,PE,36,2,493.0090502445266,2,149730.5270466225,B03
TG(16:4_11:1_18:0) +NH4,C48 H85 N O6,771.6343,18.919,7723725.20815231,syd_n134,871800.440866181,50,TG,45:5,NA,TG,45,5,309.501790979654,5,699653.5459046314,B03
CL(14:0_20:4_16:1_16:1),C75 H134 O17 P2,1368.90414,18.529,7301401.28366877,syd_n134,25205.4644654179,55,CL,66:6,NA,CL,66,6,8.948305172649393,6,18059.998518556447,B03
PC(18:3_18:3),C44 H76 N O8 P,777.52715,7.965,7055297.03826499,syd_n134,3591123.34197458,4,PC,36:6,NA,PC,36,6,1274.9008303616802,6,162850.04119840622,B03
TG(28:1_18:1_16:0) +NH4,C65 H125 N O6,1015.94581,22.662,6596783.92179321,syd_n134,736904.062882292,55,TG,62:2,NA,TG,62,2,261.611621824428,2,699653.5459046314,B03
TG(4:0_14:0_16:0) +NH4,C37 H73 N O6,627.5406,16.05,6571583.72714113,syd_n134,39460.5124808667,53,TG,34:0,NA,TG,34,0,14.00905380785178,0,699653.5459046314,B03
CL(18:3_16:1_14:0_20:4),C77 H134 O17 P2,1392.90402,18.166,6550469.14726129,syd_n134,260982.308116845,55,CL,68:8,NA,CL,68,8,92.65250163892277,8,18059.998518556447,B03
PE(16:1e_18:1),C39 H76 N O7 P,701.53372,12.979,6332900.97520656,syd_n134,598442.533093151,55,PE,34:2e,e,PE e,34,2e,212.4557721107665,2,4154.308914170391,B03
TG(20:1_18:1_18:3) +NH4,C59 H107 N O6,925.80512,21.193,6328514.30027415,syd_n134,2686060.44679076,53,TG,56:5,NA,TG,56,5,953.5903860467977,5,699653.5459046314,B03
